2.460279541540000122e+06 3.077899999999999636e+02
2.460279547484999988e+06 3.083149999999999977e+02
2.460279551969999913e+06 3.086449999999999818e+02
2.460279556450000033e+06 3.079500000000000455e+02
2.460279560930000152e+06 3.073199999999999932e+02
2.460279565400000196e+06 3.091449999999999818e+02
2.460279569879999850e+06 3.082200000000000273e+02
2.460279574370000046e+06 3.081850000000000023e+02
2.460279578850000165e+06 3.083550000000000182e+02
2.460279583329999819e+06 3.072149999999999750e+02
2.460279587809999939e+06 3.075349999999999682e+02
2.460279592290000059e+06 3.080099999999999909e+02
2.460279598189999815e+06 3.086250000000000000e+02
2.460279602669999935e+06 3.085499999999999545e+02
2.460279607150000054e+06 3.079750000000000227e+02
2.460279611630000174e+06 3.076399999999999864e+02
2.460279616115000099e+06 3.078000000000000114e+02
2.460279620600000024e+06 3.078350000000000364e+02
2.460279625080000143e+06 3.084650000000000318e+02
2.460279629559999797e+06 3.087949999999999591e+02
2.460279634039999917e+06 3.081499999999999773e+02
2.460279638520000037e+06 3.079049999999999727e+02
2.460279643010000233e+06 3.082450000000000045e+02
2.460279647489999887e+06 3.073350000000000364e+02
2.460279653359999880e+06 3.071299999999999955e+02
2.460279657829999924e+06 3.083149999999999977e+02
2.460279662310000043e+06 3.086549999999999727e+02
2.460279666790000163e+06 3.079300000000000068e+02
2.460279671269999817e+06 3.073400000000000318e+02
2.460279675749999937e+06 3.066349999999999909e+02
2.460279680240000132e+06 3.076899999999999977e+02
2.460279684719999786e+06 3.074249999999999545e+02
2.460279689199999906e+06 3.077450000000000045e+02
2.460279693680000026e+06 3.078949999999999818e+02
2.460279698160000145e+06 3.076050000000000182e+02
2.460279702645000070e+06 3.077549999999999955e+02
2.460279708490000106e+06 3.085499999999999545e+02
2.460279712970000226e+06 3.082649999999999864e+02
2.460279717449999880e+06 3.076800000000000068e+02
2.460279721930000000e+06 3.075499999999999545e+02
2.460279726414999925e+06 3.076700000000000159e+02
2.460279730899999849e+06 3.077849999999999682e+02
2.460279735379999969e+06 3.074950000000000045e+02
2.460279739860000089e+06 3.070199999999999818e+02
2.460279744340000208e+06 3.075349999999999682e+02
2.460279748819999862e+06 3.081499999999999773e+02
2.460279753310000058e+06 3.076700000000000159e+02
2.460279757790000178e+06 3.070299999999999727e+02
2.460279763619999867e+06 3.085850000000000364e+02
2.460279768099999987e+06 3.083249999999999886e+02
2.460279772590000182e+06 3.078150000000000546e+02
