2.460279777069999836e+06 3.077649999999999864e+02
2.460279781549999956e+06 3.088149999999999977e+02
2.460279786030000076e+06 3.081900000000000546e+02
2.460279790510000195e+06 3.076449999999999818e+02
2.460279794994999655e+06 3.071250000000000000e+02
2.460279799480000045e+06 3.087500000000000000e+02
2.460279803960000165e+06 3.078199999999999932e+02
2.460279808439999819e+06 3.083099999999999454e+02
2.460279812919999938e+06 3.081399999999999864e+02
2.460279818849999923e+06 3.075399999999999636e+02
2.460279823330000043e+06 3.075249999999999773e+02
2.460279827810000163e+06 3.078650000000000091e+02
2.460279832289999817e+06 3.079850000000000136e+02
2.460279836769999936e+06 3.080199999999999818e+02
2.460279841250000056e+06 3.079550000000000409e+02
2.460279845734999981e+06 3.082899999999999636e+02
2.460279850219999906e+06 3.087450000000000045e+02
2.460279854720000178e+06 3.089099999999999682e+02
2.460280505559999961e+06 3.082699999999999818e+02
2.460280510040000081e+06 3.075399999999999636e+02
2.460280514520000201e+06 3.091950000000000500e+02
2.460280518999999855e+06 3.084850000000000136e+02
2.460280523479999974e+06 3.078100000000000023e+02
2.460280527970000170e+06 3.087000000000000455e+02
2.460280532449999824e+06 3.075249999999999773e+02
2.460280536940000020e+06 3.086499999999999773e+02
2.460280541420000140e+06 3.074600000000000364e+02
2.460280545909999870e+06 3.082300000000000182e+02
2.460280550389999989e+06 3.083450000000000273e+02
2.460280554880000185e+06 3.082799999999999727e+02
2.460280560719999950e+06 3.076700000000000159e+02
2.460280565210000146e+06 3.089399999999999977e+02
2.460280569689999800e+06 3.081100000000000136e+02
2.460280574169999920e+06 3.077350000000000136e+02
2.460280578650000039e+06 3.079250000000000114e+02
2.460280583139999770e+06 3.081649999999999636e+02
2.460280587619999889e+06 3.090049999999999955e+02
2.460280592100000009e+06 3.078400000000000318e+02
2.460280596590000205e+06 3.084900000000000091e+02
2.460280601069999859e+06 3.080249999999999773e+02
2.460280605549999978e+06 3.080000000000000000e+02
2.460280610030000098e+06 3.087699999999999818e+02
2.460280615979999769e+06 3.074800000000000182e+02
2.460280620459999889e+06 3.077050000000000409e+02
2.460280624940000009e+06 3.078300000000000409e+02
2.460280629430000205e+06 3.070449999999999591e+02
2.460280633909999859e+06 3.070749999999999886e+02
2.460280638400000054e+06 3.084950000000000045e+02
2.460280642889999785e+06 3.074650000000000318e+02
2.460280647369999904e+06 3.074850000000000136e+02
2.460280651850000024e+06 3.076100000000000136e+02
2.460280656320000067e+06 3.087200000000000273e+02
2.460280660819999874e+06 3.075649999999999977e+02
2.460280665289999917e+06 3.084600000000000364e+02
2.460280671140000224e+06 3.085550000000000068e+02
2.460280675619999878e+06 3.077749999999999773e+02
2.460280680099999998e+06 3.077050000000000409e+02
2.460280684590000194e+06 3.083300000000000409e+02
2.460280689069999848e+06 3.075149999999999864e+02
2.460280693549999967e+06 3.083100000000000023e+02
2.460280698040000163e+06 3.082599999999999909e+02
2.460280702519999817e+06 3.081549999999999727e+02
2.460280706999999937e+06 3.081850000000000023e+02
2.460280711490000132e+06 3.078450000000000273e+02
2.460280715969999786e+06 3.070099999999999909e+02
2.460280720449999906e+06 3.075550000000000068e+02
2.460280726230000146e+06 3.081299999999999955e+02
2.460280730709999800e+06 3.082799999999999727e+02
2.460280735199999996e+06 3.083300000000000409e+02
2.460280739680000115e+06 3.082999999999999545e+02
2.460280744159999769e+06 3.088700000000000045e+02
2.460280748639999889e+06 3.086549999999999727e+02
2.460280753120000008e+06 3.079950000000000045e+02
2.460280757605000399e+06 3.072150000000000318e+02
2.460280762089999858e+06 3.075399999999999636e+02
2.460280766569999978e+06 3.077300000000000182e+02
2.460280771050000098e+06 3.081150000000000091e+02
2.460280775530000217e+06 3.075550000000000068e+02
2.460280781390000135e+06 3.080750000000000455e+02
2.460280785879999865e+06 3.073600000000000136e+02
2.460280790359999985e+06 3.078600000000000136e+02
2.460280794840000104e+06 3.077250000000000227e+02
2.460280799320000224e+06 3.092749999999999773e+02
2.460280803799999878e+06 3.078500000000000227e+02
2.460280808279999997e+06 3.074900000000000091e+02
2.460280812770000193e+06 3.081699999999999591e+02
2.460280817249999847e+06 3.076499999999999773e+02
2.460280821729999967e+06 3.078799999999999955e+02
2.460280826210000087e+06 3.081299999999999955e+02
2.460280830690000206e+06 3.080099999999999909e+02
2.460280836749999784e+06 3.073799999999999955e+02
2.460280841229999904e+06 3.086200000000000045e+02
2.460280845710000023e+06 3.072450000000000045e+02
2.460280850200000219e+06 3.082799999999999727e+02
